group	ec_number	pathwayid	pathway_id	pathway_name
group A	2.3.3.10	p72	72	Synthesis and degradation of ketone bodies
group A	2.3.3.10	p280	280	"Valine, leucine and isoleucine degradation"
group A	2.3.3.10	p650	650	Butanoate metabolism
group A	2.3.3.10	p900	900	Terpenoid backbone biosynthesis
group A	2.3.3.11	p660	660	C5-Branched dibasic acid metabolism
group A	2.3.3.12	p630	630	Glyoxylate and dicarboxylate metabolism
group A	2.3.3.13	p290	290	"Valine, leucine and isoleucine biosynthesis"
group A	2.3.3.13	p620	620	Pyruvate metabolism
group A	2.3.3.14	p300	300	Lysine biosynthesis
group A	2.3.3.14	p620	620	Pyruvate metabolism
group A	2.3.3.15	p430	430	Taurine and hypotaurine metabolism
group A	2.3.3.17	p966	966	Glucosinolate biosynthesis
group A	2.3.3.18	p440	440	Phosphonate and phosphinate metabolism
group A	2.3.3.19	p440	440	Phosphonate and phosphinate metabolism
group A	2.3.3.21	p290	290	"Valine, leucine and isoleucine biosynthesis"
group A	2.3.3.21	p660	660	C5-Branched dibasic acid metabolism
group A	2.3.3.3	p20	20	Citrate cycle (TCA cycle)
group A	2.3.3.5	p640	640	Propanoate metabolism
group A	2.3.3.6	p620	620	Pyruvate metabolism
group A	2.3.3.7	p630	630	Glyoxylate and dicarboxylate metabolism
group A	2.3.3.8	p20	20	Citrate cycle (TCA cycle)
group A	2.3.3.8	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	2.3.3.9	p620	620	Pyruvate metabolism
group A	2.3.3.9	p630	630	Glyoxylate and dicarboxylate metabolism
group A	2.4.-.-	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.-	p51	51	Fructose and mannose metabolism
group A	2.4.1.-	p512	512	O-Glycan biosynthesis
group A	2.4.1.-	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.-	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.-	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.-	p533	533	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
group A	2.4.1.-	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.-	p550	550	Peptidoglycan biosynthesis
group A	2.4.1.-	p561	561	Glycerolipid metabolism
group A	2.4.1.-	p563	563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
group A	2.4.1.-	p600	600	Sphingolipid metabolism
group A	2.4.1.-	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.-	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.-	p604	604	Glycosphingolipid biosynthesis - ganglio series
group A	2.4.1.-	p906	906	Carotenoid biosynthesis
group A	2.4.1.-	p908	908	Zeatin biosynthesis
group A	2.4.1.-	p941	941	Flavonoid biosynthesis
group A	2.4.1.-	p942	942	Anthocyanin biosynthesis
group A	2.4.1.-	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.-	p945	945	"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
group A	2.4.1.-	p965	965	Betalain biosynthesis
group A	2.4.1.-	p1051	1051	Biosynthesis of ansamycins
group A	2.4.1.-	p1057	1057	Biosynthesis of type II polyketide products
group A	2.4.1.1	p500	500	Starch and sucrose metabolism
group A	2.4.1.10	p500	500	Starch and sucrose metabolism
group A	2.4.1.101	p510	510	N-Glycan biosynthesis
group A	2.4.1.101	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.102	p512	512	O-Glycan biosynthesis
group A	2.4.1.105	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.106	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.109	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.109	p515	515	Mannose type O-glycan biosynthesis
group A	2.4.1.11	p500	500	Starch and sucrose metabolism
group A	2.4.1.111	p940	940	Phenylpropanoid biosynthesis
group A	2.4.1.114	p940	940	Phenylpropanoid biosynthesis
group A	2.4.1.114	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.115	p942	942	Anthocyanin biosynthesis
group A	2.4.1.116	p942	942	Anthocyanin biosynthesis
group A	2.4.1.117	p510	510	N-Glycan biosynthesis
group A	2.4.1.12	p500	500	Starch and sucrose metabolism
group A	2.4.1.120	p940	940	Phenylpropanoid biosynthesis
group A	2.4.1.122	p512	512	O-Glycan biosynthesis
group A	2.4.1.122	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.123	p52	52	Galactose metabolism
group A	2.4.1.128	p940	940	Phenylpropanoid biosynthesis
group A	2.4.1.128	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.129	p550	550	Peptidoglycan biosynthesis
group A	2.4.1.13	p500	500	Starch and sucrose metabolism
group A	2.4.1.131	p510	510	N-Glycan biosynthesis
group A	2.4.1.131	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.132	p510	510	N-Glycan biosynthesis
group A	2.4.1.132	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.133	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.133	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.134	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.134	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.135	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.135	p515	515	Mannose type O-glycan biosynthesis
group A	2.4.1.135	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.135	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.136	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.14	p500	500	Starch and sucrose metabolism
group A	2.4.1.141	p510	510	N-Glycan biosynthesis
group A	2.4.1.141	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.142	p510	510	N-Glycan biosynthesis
group A	2.4.1.142	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.143	p510	510	N-Glycan biosynthesis
group A	2.4.1.143	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.144	p510	510	N-Glycan biosynthesis
group A	2.4.1.145	p510	510	N-Glycan biosynthesis
group A	2.4.1.145	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.147	p512	512	O-Glycan biosynthesis
group A	2.4.1.148	p512	512	O-Glycan biosynthesis
group A	2.4.1.149	p533	533	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
group A	2.4.1.149	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.15	p500	500	Starch and sucrose metabolism
group A	2.4.1.150	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.152	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.152	p515	515	Mannose type O-glycan biosynthesis
group A	2.4.1.152	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.152	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.155	p510	510	N-Glycan biosynthesis
group A	2.4.1.157	p561	561	Glycerolipid metabolism
group A	2.4.1.159	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.16	p520	520	Amino sugar and nucleotide sugar metabolism
group A	2.4.1.160	p510	510	N-Glycan biosynthesis
group A	2.4.1.163	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.17	p40	40	Pentose and glucuronate interconversions
group A	2.4.1.17	p53	53	Ascorbate and aldarate metabolism
group A	2.4.1.17	p140	140	C21-Steroid hormone metabolism
group A	2.4.1.17	p500	500	Starch and sucrose metabolism
group A	2.4.1.17	p830	830	Retinol metabolism
group A	2.4.1.17	p860	860	Porphyrin and chlorophyll metabolism
group A	2.4.1.17	p980	980	Metabolism of xenobiotics by cytochrome P450
group A	2.4.1.17	p982	982	Drug metabolism - cytochrome P450
group A	2.4.1.17	p983	983	Drug metabolism - other enzymes
group A	2.4.1.170	p943	943	Isoflavonoid biosynthesis
group A	2.4.1.174	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.175	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.179	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.18	p500	500	Starch and sucrose metabolism
group A	2.4.1.182	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.184	p561	561	Glycerolipid metabolism
group A	2.4.1.185	p941	941	Flavonoid biosynthesis
group A	2.4.1.187	p552	552	Teichoic acid biosynthesis
group A	2.4.1.189	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.19	p500	500	Starch and sucrose metabolism
group A	2.4.1.190	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.191	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.194	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	2.4.1.195	p380	380	Tryptophan metabolism
group A	2.4.1.195	p966	966	Glucosinolate biosynthesis
group A	2.4.1.198	p563	563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
group A	2.4.1.20	p500	500	Starch and sucrose metabolism
group A	2.4.1.201	p510	510	N-Glycan biosynthesis
group A	2.4.1.202	p402	402	Benzoxazinoid biosynthesis
group A	2.4.1.202	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.203	p908	908	Zeatin biosynthesis
group A	2.4.1.206	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.208	p561	561	Glycerolipid metabolism
group A	2.4.1.21	p500	500	Starch and sucrose metabolism
group A	2.4.1.214	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.215	p908	908	Zeatin biosynthesis
group A	2.4.1.217	p51	51	Fructose and mannose metabolism
group A	2.4.1.219	p901	901	Indole alkaloid biosynthesis
group A	2.4.1.22	p52	52	Galactose metabolism
group A	2.4.1.221	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.222	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.223	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.224	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.225	p534	534	Glycosaminoglycan biosynthesis - keratan sulfate
group A	2.4.1.226	p532	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
group A	2.4.1.227	p550	550	Peptidoglycan biosynthesis
group A	2.4.1.228	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.228	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.23	p600	600	Sphingolipid metabolism
group A	2.4.1.232	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.234	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.236	p941	941	Flavonoid biosynthesis
group A	2.4.1.236	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.238	p942	942	Anthocyanin biosynthesis
group A	2.4.1.239	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.240	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.241	p561	561	Glycerolipid metabolism
group A	2.4.1.242	p500	500	Starch and sucrose metabolism
group A	2.4.1.244	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.245	p500	500	Starch and sucrose metabolism
group A	2.4.1.249	p942	942	Anthocyanin biosynthesis
group A	2.4.1.25	p500	500	Starch and sucrose metabolism
group A	2.4.1.254	p942	942	Anthocyanin biosynthesis
group A	2.4.1.255	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.256	p510	510	N-Glycan biosynthesis
group A	2.4.1.257	p510	510	N-Glycan biosynthesis
group A	2.4.1.257	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.258	p510	510	N-Glycan biosynthesis
group A	2.4.1.258	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.259	p510	510	N-Glycan biosynthesis
group A	2.4.1.260	p510	510	N-Glycan biosynthesis
group A	2.4.1.260	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.261	p510	510	N-Glycan biosynthesis
group A	2.4.1.261	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.263	p906	906	Carotenoid biosynthesis
group A	2.4.1.265	p510	510	N-Glycan biosynthesis
group A	2.4.1.267	p510	510	N-Glycan biosynthesis
group A	2.4.1.269	p51	51	Fructose and mannose metabolism
group A	2.4.1.271	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.274	p600	600	Sphingolipid metabolism
group A	2.4.1.275	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.276	p906	906	Carotenoid biosynthesis
group A	2.4.1.277	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.278	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.280	p520	520	Amino sugar and nucleotide sugar metabolism
group A	2.4.1.283	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	2.4.1.284	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	2.4.1.285	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	2.4.1.286	p941	941	Flavonoid biosynthesis
group A	2.4.1.287	p572	572	Lipoarabinomannan (LAM) biosynthesis
group A	2.4.1.288	p572	572	Lipoarabinomannan (LAM) biosynthesis
group A	2.4.1.289	p572	572	Lipoarabinomannan (LAM) biosynthesis
group A	2.4.1.29	p500	500	Starch and sucrose metabolism
group A	2.4.1.295	p942	942	Anthocyanin biosynthesis
group A	2.4.1.297	p942	942	Anthocyanin biosynthesis
group A	2.4.1.298	p942	942	Anthocyanin biosynthesis
group A	2.4.1.299	p942	942	Anthocyanin biosynthesis
group A	2.4.1.300	p942	942	Anthocyanin biosynthesis
group A	2.4.1.301	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	2.4.1.302	p401	401	Novobiocin biosynthesis
group A	2.4.1.310	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	2.4.1.311	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	2.4.1.312	p515	515	Mannose type O-glycan biosynthesis
group A	2.4.1.313	p515	515	Mannose type O-glycan biosynthesis
group A	2.4.1.314	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.315	p552	552	Teichoic acid biosynthesis
group A	2.4.1.315	p561	561	Glycerolipid metabolism
group A	2.4.1.316	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.317	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.318	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.322	p1055	1055	Biosynthesis of vancomycin group antibiotics
group A	2.4.1.323	p902	902	Monoterpenoid biosynthesis
group A	2.4.1.324	p902	902	Monoterpenoid biosynthesis
group A	2.4.1.326	p1057	1057	Biosynthesis of type II polyketide products
group A	2.4.1.327	p1057	1057	Biosynthesis of type II polyketide products
group A	2.4.1.328	p522	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
group A	2.4.1.33	p51	51	Fructose and mannose metabolism
group A	2.4.1.330	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.331	p1057	1057	Biosynthesis of type II polyketide products
group A	2.4.1.336	p561	561	Glycerolipid metabolism
group A	2.4.1.337	p552	552	Teichoic acid biosynthesis
group A	2.4.1.337	p561	561	Glycerolipid metabolism
group A	2.4.1.338	p525	525	Acarbose and validamycin biosynthesis
group A	2.4.1.34	p500	500	Starch and sucrose metabolism
group A	2.4.1.342	p500	500	Starch and sucrose metabolism
group A	2.4.1.345	p571	571	Lipoarabinomannan (LAM) biosynthesis
group A	2.4.1.346	p571	571	Lipoarabinomannan (LAM) biosynthesis
group A	2.4.1.35	p500	500	Starch and sucrose metabolism
group A	2.4.1.354	p460	460	Cyanoamino acid metabolism
group A	2.4.1.355	p552	552	Teichoic acid biosynthesis
group A	2.4.1.357	p941	941	Flavonoid biosynthesis
group A	2.4.1.363	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.364	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.365	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.366	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.367	p999	999	Biosynthesis of various plant secondary metabolites
group A	2.4.1.37	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.376	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.38	p510	510	N-Glycan biosynthesis
group A	2.4.1.38	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.38	p533	533	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
group A	2.4.1.4	p500	500	Starch and sucrose metabolism
group A	2.4.1.40	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.41	p512	512	O-Glycan biosynthesis
group A	2.4.1.41	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.43	p500	500	Starch and sucrose metabolism
group A	2.4.1.43	p520	520	Amino sugar and nucleotide sugar metabolism
group A	2.4.1.44	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.46	p561	561	Glycerolipid metabolism
group A	2.4.1.47	p565	565	Ether lipid metabolism
group A	2.4.1.47	p600	600	Sphingolipid metabolism
group A	2.4.1.5	p500	500	Starch and sucrose metabolism
group A	2.4.1.50	p310	310	Lysine degradation
group A	2.4.1.50	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.52	p552	552	Teichoic acid biosynthesis
group A	2.4.1.53	p552	552	Teichoic acid biosynthesis
group A	2.4.1.56	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.58	p540	540	Lipopolysaccharide biosynthesis
group A	2.4.1.62	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.62	p604	604	Glycosphingolipid biosynthesis - ganglio series
group A	2.4.1.63	p460	460	Cyanoamino acid metabolism
group A	2.4.1.64	p500	500	Starch and sucrose metabolism
group A	2.4.1.65	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.65	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.66	p514	514	Other types of O-glycan biosynthesis
group A	2.4.1.67	p52	52	Galactose metabolism
group A	2.4.1.68	p510	510	N-Glycan biosynthesis
group A	2.4.1.68	p513	513	High-mannose type N-glycan biosynthesis
group A	2.4.1.68	p533	533	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
group A	2.4.1.69	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.69	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.7	p500	500	Starch and sucrose metabolism
group A	2.4.1.70	p552	552	Teichoic acid biosynthesis
group A	2.4.1.79	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.79	p603	603	Glycosphingolipid biosynthesis - globo series
group A	2.4.1.8	p500	500	Starch and sucrose metabolism
group A	2.4.1.80	p600	600	Sphingolipid metabolism
group A	2.4.1.81	p944	944	Flavone and flavonol biosynthesis
group A	2.4.1.82	p52	52	Galactose metabolism
group A	2.4.1.83	p510	510	N-Glycan biosynthesis
group A	2.4.1.85	p460	460	Cyanoamino acid metabolism
group A	2.4.1.86	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.87	p601	601	Glycosphingolipid biosynthesis - lacto and neolacto series
group A	2.4.1.87	p603	603	Glycosphingolipid biosynthesis - globo series
